Losses,epoch,Train DA,tta_status,overlap,threshold,image_score,topo_score,surface_dice,voi_score,voi_split,voi_merge,dt_c_time
Focal_DSC_CLDICEsafe,model,safe,no_TTA,0.5,0.7,0.4655584533081046,0.0982740518784007,0.7093256575415171,0.5366064503001522,1.1980534192390866,1.7234659374011627,2026-02-03 16:21:05.602091
Focal_DSC_CLDICEsafe,model,safe,no_TTA,0.5,0.5,0.5018539970811625,0.1191848638589038,0.7811443744592902,0.550565733893542,1.1859389025156597,1.5647083731736229,2026-02-03 13:21:16.838401
Focal_DSC_CLDICEsafe,model,safe,no_TTA,0.5,0.6,0.4867734939918781,0.1110283478103604,0.7592976096231758,0.5363166465161668,1.3219417796369788,1.6050714840788431,2026-02-03 14:51:40.747803
Focal_Tversky,160,safe,TTA,0.5,0.4,0.5308807502984126,0.164589513193993,0.8098934005438507,0.5658320175710481,1.0903234735345844,1.4984782560009642,2026-02-08 09:46:53.445137
Focal_Tversky,160,safe,TTA,0.5,0.5,0.5313015814183927,0.1613979602378863,0.8300447500346801,0.5496186595282534,1.3082469703594155,1.4590651666758994,2026-02-08 13:53:10.197170
Focal_Tversky,160,safe,TTA,0.5,0.6,0.5109190479133473,0.1334430497968697,0.8002363518137697,0.5451525995413341,1.3085645775638486,1.5188310029653784,2026-02-08 17:58:09.535437
Focal_Tversky,160,safe,no_TTA,0.5,0.4,0.5201371910044399,0.1354724900818872,0.8014787167372432,0.5685082660623958,0.9914383288485884,1.5678097603500267,2026-02-05 02:02:10.457631
Focal_Tversky,160,safe,no_TTA,0.5,0.5,0.5197475518786598,0.1290448941797356,0.8252267791771019,0.5491563168935817,1.2523993398794455,1.5203790649036997,2026-02-05 03:34:04.452730
Focal_Tversky,160,safe,no_TTA,0.5,0.6,0.5035054110557863,0.1103514607089978,0.8027246076024925,0.5412753148063276,1.3018231002724725,1.573645943531771,2026-02-05 05:04:54.007297
CESoftDiceclDiceLoss_step3,model,safe,TTA,0.5,0.4,0.5229653740803416,0.1496409130377254,0.8172339715749347,0.5486891717651338,1.317235081969128,1.45801096534641,2026-02-14 06:18:40.043599
CESoftDiceclDiceLoss_step3,model,safe,TTA,0.5,0.5,0.5127372712589312,0.1358231078378468,0.8048675793255317,0.5436762461246886,1.3535917875650498,1.4854916004440148,2026-02-14 06:58:03.993631
CESoftDiceclDiceLoss_step3,model,safe,TTA,0.5,0.6,0.5027023324400014,0.1249998913724344,0.7865475408376565,0.542602073528832,1.3204430024848586,1.5332586038644518,2026-02-14 07:36:54.128364
CESoftDiceclDiceLoss_step3,model,safe,no_TTA,0.5,0.4,0.5146442934651706,0.1269669788421651,0.8150538321633466,0.546529595872428,1.282896060083631,1.5149601674039286,2026-02-11 06:29:54.773107
CESoftDiceclDiceLoss_step3,model,safe,no_TTA,0.5,0.5,0.50853666789124,0.1220950975115617,0.806873505892044,0.5414354616444459,1.337319650983775,1.523842061718223,2026-02-11 08:00:32.546592
CESoftDiceclDiceLoss_step3,model,safe,no_TTA,0.5,0.6,0.5018251342378302,0.1176746537037847,0.7939555455964361,0.5389665633369771,1.3382219178041306,1.554468447591514,2026-02-11 09:30:40.883582
Focal_Tversky,40,safe,TTA,0.5,0.4,0.5322472420508539,0.1707071141225171,0.8069944601751193,0.5673915621508772,1.181942828991601,1.3925814711524578,2026-02-08 22:07:44.065517
Focal_Tversky,40,safe,TTA,0.5,0.5,0.530633613529403,0.1605267415918423,0.8263056134201573,0.5521960752994151,1.3557376834704566,1.3929098245297422,2026-02-09 02:13:40.495773
Focal_Tversky,40,safe,TTA,0.5,0.6,0.5071428052602666,0.1274184062973251,0.7944824264685516,0.5452812403059311,1.309704345983948,1.517724130762351,2026-02-09 06:18:09.844393
Focal_Tversky,40,safe,no_TTA,0.5,0.4,0.5196474283745495,0.1380148394109503,0.7991561826905048,0.5672523217416788,1.085948140655971,1.4871112652818654,2026-02-05 06:39:54.690634
Focal_Tversky,40,safe,no_TTA,0.5,0.5,0.5198756708298813,0.130271431543533,0.8237883960882845,0.5499094363883479,1.304752468973567,1.463048201094281,2026-01-29 14:36:21.844343
Focal_Tversky,40,safe,no_TTA,0.5,0.6,0.5022404417251004,0.1059375366359421,0.802830004026249,0.5413390837860874,1.3476124860018954,1.5243670903205508,2026-02-05 08:10:32.047357
Focal_Tversky,150,safe,TTA,0.5,0.4,0.5318764347309063,0.1695301426940988,0.8116224781498599,0.562712927343502,1.143649214153459,1.4756593126927346,2026-02-10 11:40:06.039175
Focal_Tversky,150,safe,TTA,0.5,0.5,0.5263703966586403,0.1611264662953024,0.8181569595902675,0.5476500597527313,1.3303628858325405,1.4656961576344218,2026-02-14 15:20:27.049071
Focal_Tversky,150,safe,TTA,0.5,0.6,0.5062299784625672,0.1352084007199375,0.7871356577578067,0.5433427943752961,1.299932052217521,1.545732968316525,2026-02-14 15:59:21.286380
Focal_Tversky,150,safe,no_TTA,0.5,0.4,0.5179465932177473,0.137323605148386,0.80016991098995,0.5619715509335682,1.0689393217219691,1.557108768971279,2026-02-04 21:24:59.014770
Focal_Tversky,150,safe,no_TTA,0.5,0.5,0.5168014075567218,0.1373505983672238,0.81285305204141,0.5459933138058884,1.296521123539777,1.5167825197488292,2026-02-04 22:56:57.586837
Focal_Tversky,150,safe,no_TTA,0.5,0.6,0.5000919176678109,0.1161662484101995,0.7897846949494296,0.5394782854641447,1.3163329441682448,1.5800208987136029,2026-02-05 00:27:51.245536
BCE_Tversky,model,safe,TTA,0.5,0.4,0.5387485531638864,0.1748754261669978,0.8299739897653678,0.5594143682740235,1.194520084572121,1.461275621338484,2026-02-06 05:09:51.368912
BCE_Tversky,model,safe,TTA,0.5,0.5,0.5352720488188222,0.1707642527081241,0.8320055708790995,0.5509737805677148,1.3133350732117897,1.4393716937621517,2026-02-06 09:16:18.336620
BCE_Tversky,model,safe,TTA,0.5,0.6,0.5238255800280848,0.1521071292945194,0.8196226427116441,0.54664433225901,1.3417288696111611,1.4648362742179273,2026-02-06 13:27:16.932607
BCE_Tversky,model,safe,no_TTA,0.5,0.4,0.5283680583812209,0.1471736508653812,0.8256695531023436,0.5578046272451028,1.147803659020012,1.5237321255914358,2026-02-05 19:48:45.475322
BCE_Tversky,model,safe,no_TTA,0.5,0.5,0.5255151612406254,0.1401623238814159,0.8298877918487695,0.5514449626546607,1.2384666745070363,1.5067980553542992,2026-02-05 23:28:51.367756
BCE_Tversky,model,safe,no_TTA,0.5,0.6,0.5182708910040577,0.1316978027695056,0.8226063202176932,0.5452838231343236,1.310882253735319,1.510425521729582,2026-02-06 01:00:47.932616
